Id,Sold Price
53409,1288371
53410,1268073
53411,401007
53412,1056723
53413,710928
53414,1879462
53415,780722
53416,1731343
53417,1421189
53418,945140
53419,1491343
53420,333372
53421,771541
53422,1296178
53423,631095
53424,828344
53425,3597537
53426,544443
53427,2651750
53428,1559380
53429,2003387
53430,838705
53431,175891
53432,604355
53433,1377130
53434,2241988
53435,1107191
53436,2089466
53437,1024106
53438,1667966
53439,976114
53440,847647
53441,893664
53442,2173980
53443,596094
53444,500138
53445,1880655
53446,1220699
53447,1284986
53448,1719549
53449,1121131
53450,2988930
53451,353294
53452,775005
53453,1666165
53454,1265233
53455,754426
53456,1075329
53457,1529437
53458,956090
53459,1046405
53460,1532652
53461,1582094
53462,283307
53463,2156829
53464,1125837
53465,2516589
53466,1027347
53467,1308705
53468,666427
53469,1019295
53470,1145228
53471,982759
53472,993964
53473,715614
53474,1341015
53475,1263330
53476,4935840
53477,1992831
53478,1745643
53479,1071424
53480,2440790
53481,2979749
53482,703321
53483,2733384
53484,1027714
53485,1469230
53486,1477183
53487,950829
53488,1020961
53489,1146676
53490,1321142
53491,1963368
53492,1477889
53493,1510565
53494,37289616
53495,1227567
53496,713411
53497,540647
53498,2367894
53499,536159
53500,1721559
53501,1533858
53502,569197
53503,1093723
53504,517572
53505,905476
53506,715722
53507,1404801
53508,1000759
53509,1000081
53510,1657754
53511,1001560
53512,774628
53513,1147978
53514,3182064
53515,952103
53516,859774
53517,896516
53518,932011
53519,679247
53520,761753
53521,696058
53522,630520
53523,963873
53524,2575508
53525,582490
53526,1868878
53527,686269
53528,1115705
53529,1312407
53530,2019308
53531,1302689
53532,1217588
53533,1151870
53534,2129014
53535,760072
53536,852590
53537,1036784
53538,749719
53539,1818956
53540,900337
53541,763731
53542,854282
53543,882914
53544,20861916
53545,650686
53546,740127
53547,4806953
53548,1101456
53549,1106789
53550,865256
53551,654968
53552,1357150
53553,1373655
53554,2064339
53555,4700516
53556,1437191
53557,1597500
53558,816850
53559,529628
53560,1322270
53561,487217
53562,2367042
53563,1860414
53564,2148195
53565,929798
53566,1353836
53567,1135644
53568,1494356
53569,1025257
53570,1085376
53571,840976
53572,895010
53573,587941
53574,572485
53575,1358669
53576,773987
53577,690749
53578,1341538
53579,4682515
53580,1097894
53581,655881
53582,4178381
53583,2202936
53584,708945
53585,992888
53586,1566058
53587,2095476
53588,822423
53589,1471754
53590,1469080
53591,801419
53592,1684536
53593,1339828
53594,1790806
53595,1996482
53596,4612706
53597,1734041
53598,699492
53599,734413
53600,966717
53601,1112260
53602,1079108
53603,2171149
53604,792316
53605,714872
53606,990849
53607,1417247
53608,1104481
53609,3866440
53610,1560140
53611,790329
53612,1012611
53613,1640100
53614,1079478
53615,1264702
53616,1059174
53617,941767
53618,830236
53619,678133
53620,898694
53621,742589
53622,1382838
53623,1805212
53624,1521363
53625,1223128
53626,585598
53627,674380
53628,1158460
53629,637126
53630,3802325
53631,653715
53632,1984931
53633,1222865
53634,691244
53635,1059673
53636,721006
53637,1159043
53638,637972
53639,1371460
53640,796309
53641,1376823
53642,4655515
53643,1163439
53644,975239
53645,663600
53646,491744
53647,826544
53648,1270831
53649,2387188
53650,237355
53651,1582291
53652,829482
53653,1091538
53654,912268
53655,1814434
53656,1343289
53657,966901
53658,1698353
53659,2382962
53660,4261553
53661,1464208
53662,1166998
53663,1457350
53664,1190591
53665,738109
53666,1183989
53667,702989
53668,873148
53669,891333
53670,382211
53671,2302837
53672,1466537
53673,745208
53674,776801
53675,526971
53676,1435473
53677,616302
53678,1090369
53679,276550
53680,1551011
53681,509878
53682,1173414
53683,975078
53684,1407301
53685,581865
53686,627498
53687,831090
53688,1244600
53689,716769
53690,594983
53691,454136
53692,1302860
53693,1484110
53694,1419113
53695,587413
53696,1841488
53697,873061
53698,1991333
53699,1540339
53700,1361483
53701,1593712
53702,961824
53703,975476
53704,1481477
53705,1198897
53706,9509317
53707,1449550
53708,836311
53709,5233050
53710,703036
53711,1771477
53712,428759
53713,1653477
53714,670446
53715,812071
53716,3093798
53717,911937
53718,822427
53719,685551
53720,186262
53721,689090
53722,1793520
53723,647973
53724,954478
53725,1481329
53726,2527597
53727,644911
53728,672383
53729,681644
53730,1158512
53731,1248967
53732,1928496
53733,905095
53734,3159187
53735,833502
53736,1461499
53737,915359
53738,1702349
53739,1039881
53740,641096
53741,1234069
53742,1380400
53743,625322
53744,1473312
53745,1298479
53746,892161
53747,786075
53748,2000978
53749,731605
53750,586158
53751,965756
53752,1459229
53753,1452733
53754,822810
53755,849843
53756,912564
53757,1067028
53758,895343
53759,964848
53760,4021226
53761,1137874
53762,2600694
53763,1140854
53764,1178432
53765,1189117
53766,788984
53767,840283
53768,657306
53769,677477
53770,1277444
53771,1245016
53772,991005
53773,1727215
53774,1106817
53775,4102042
53776,1952594
53777,1152787
53778,658711
53779,1493794
53780,1783314
53781,1083224
53782,790405
53783,855919
53784,1851840
53785,867636
53786,1691140
53787,754741
53788,999822
53789,1569179
53790,2447563
53791,545117
53792,584150
53793,2251965
53794,837331
53795,925166
53796,962752
53797,572994
53798,580679
53799,1087043
53800,1142955
53801,455532
53802,754055
53803,2012576
53804,1023054
53805,666935
53806,1424190
53807,1019249
53808,1152846
53809,613277
53810,1740998
53811,430344
53812,552229
53813,617463
53814,1153769
53815,1836377
53816,746573
53817,3046909
53818,2277945
53819,1426910
53820,1464908
53821,4000861
53822,1725585
53823,723848
53824,777912
53825,976775
53826,1990612
53827,1098084
53828,1553341
53829,1598573
53830,1624307
53831,1962413
53832,1225625
53833,3617035
53834,1771164
53835,893771
53836,1199196
53837,1402880
53838,740228
53839,1670614
53840,1451272
53841,912973
53842,1374126
53843,897845
53844,830102
53845,799501
53846,1012089
53847,772705
53848,731690
53849,429615
53850,1167890
53851,498119
53852,1042652
53853,1655244
53854,2184599
53855,1592350
53856,2347473
53857,816221
53858,643895
53859,991563
53860,1678935
53861,3326881
53862,1402865
53863,1261484
53864,671140
53865,6631705
53866,608876
53867,2642794
53868,881719
53869,1193122
53870,844096
53871,652541
53872,2505048
53873,1004474
53874,1124963
53875,847295
53876,1063184
53877,1780191
53878,621616
53879,2324483
53880,4277260
53881,1010965
53882,1129000
53883,843775
53884,3560974
53885,1512604
53886,703979
53887,858741
53888,2255919
53889,2987570
53890,1379324
53891,3521882
53892,1328856
53893,2353024
53894,1112312
53895,672798
53896,1148831
53897,641119
53898,885660
53899,819328
53900,534620
53901,771562
53902,665734
53903,1011015
53904,1067260
53905,1173232
53906,1228982
53907,600526
53908,938624
53909,774883
53910,546278
53911,500050
53912,378179
53913,848375
53914,453010
53915,772705
53916,1144291
53917,1289206
53918,2060364
53919,911958
53920,871745
53921,711608
53922,664212
53923,849494
53924,1714059
53925,1438924
53926,905923
53927,975204
53928,1191961
53929,1826088
53930,2892668
53931,694870
53932,666951
53933,1003796
53934,815723
53935,2638026
53936,2211550
53937,594007
53938,760753
53939,873470
53940,689664
53941,637104
53942,1171776
53943,363215
53944,2122842
53945,675792
53946,1600986
53947,2613254
53948,686783
53949,678185
53950,2050298
53951,1016327
53952,2041954
53953,807080
53954,335198
53955,1889252
53956,590900
53957,662235
53958,480076
53959,1409332
53960,2162694
53961,1484254
53962,1087139
53963,1683437
53964,1392697
53965,1008128
53966,268631
53967,2367988
53968,706141
53969,1068058
53970,1354605
53971,749742
53972,1777086
53973,578210
53974,947008
53975,943631
53976,811117
53977,1163414
53978,1064147
53979,2231515
53980,420139
53981,786948
53982,2275262
53983,679379
53984,995180
53985,787868
53986,949125
53987,1187443
53988,2440084
53989,8173285
53990,274081
53991,1083891
53992,709749
53993,1814864
53994,715190
53995,1304876
53996,1152361
53997,2354760
53998,1650087
53999,837826
54000,1246306
54001,1035670
54002,932015
54003,755539
54004,1889939
54005,703946
54006,1324154
54007,754529
54008,1127252
54009,897962
54010,822239
54011,555759
54012,7634790
54013,1458787
54014,842462
54015,684019
54016,972905
54017,823530
54018,976836
54019,1822208
54020,1840992
54021,984735
54022,1205395
54023,2563672
54024,1471341
54025,3346917
54026,1385277
54027,2504384
54028,364705
54029,296082
54030,2866043
54031,836126
54032,1281875
54033,599520
54034,663767
54035,621414
54036,1437735
54037,1000880
54038,978733
54039,961331
54040,1639570
54041,3264835
54042,1169097
54043,6135953
54044,1407891
54045,799543
54046,1196096
54047,1473195
54048,2335815
54049,1508852
54050,891012
54051,2010207
54052,2130829
54053,583801
54054,1145862
54055,681782
54056,4213096
54057,611543
54058,717476
54059,670807
54060,1119054
54061,2312417
54062,1328452
54063,1160385
54064,7491635
54065,782946
54066,1141045
54067,1365921
54068,1654476
54069,1412477
54070,521077
54071,1732570
54072,761993
54073,859400
54074,1020361
54075,1694714
54076,1349819
54077,600379
54078,1091953
54079,1712957
54080,1056489
54081,1389483
54082,1599320
54083,1723618
54084,760818
54085,2037109
54086,1414704
54087,677223
54088,515647
54089,3400335
54090,1438227
54091,827220
54092,1338155
54093,1254065
54094,1202041
54095,4081322
54096,2451121
54097,1001713
54098,1769498
54099,2683986
54100,1499237
54101,810361
54102,1463764
54103,1239601
54104,1527084
54105,1077089
54106,2353290
54107,420415
54108,1380220
54109,667212
54110,1933888
54111,2520647
54112,584562
54113,612250
54114,2011944
54115,1383454
54116,776999
54117,599977
54118,1497795
54119,1096527
54120,1474558
54121,702061
54122,682725
54123,1424389
54124,1350363
54125,749367
54126,1413920
54127,618714
54128,731801
54129,915952
54130,608023
54131,1601033
54132,2810031
54133,841237
54134,1416996
54135,4301440
54136,2329438
54137,2136952
54138,1587752
54139,1310470
54140,1893180
54141,624652
54142,1950205
54143,1338021
54144,955715
54145,1525441
54146,1199555
54147,827998
54148,781259
54149,928300
54150,1084414
54151,455851
54152,1998187
54153,2246577
54154,2575680
54155,936212
54156,3207278
54157,800932
54158,912649
54159,1600732
54160,1119009
54161,2165325
54162,1180220
54163,745071
54164,1739131
54165,1114318
54166,1660134
54167,2221677
54168,723351
54169,678098
54170,1119268
54171,736786
54172,874658
54173,1166386
54174,1169030
54175,829211
54176,3296489
54177,3689980
54178,2623751
54179,1864055
54180,805525
54181,903084
54182,1375027
54183,886108
54184,912037
54185,1802618
54186,1130061
54187,1306665
54188,1767929
54189,762033
54190,764416
54191,1220095
54192,785638
54193,1188014
54194,2142687
54195,1433602
54196,809148
54197,903822
54198,602424
54199,2691709
54200,983611
54201,1425741
54202,1346922
54203,328064
54204,808940
54205,2322891
54206,3377746
54207,772705
54208,1773387
54209,2798145
54210,1361212
54211,1454236
54212,1308202
54213,617633
54214,1031154
54215,1234246
54216,2969492
54217,438213
54218,2275143
54219,880058
54220,697474
54221,636080
54222,2749442
54223,1333291
54224,680019
54225,678268
54226,1069883
54227,760236
54228,807577
54229,1537728
54230,1388939
54231,748149
54232,796847
54233,755415
54234,599769
54235,988900
54236,690078
54237,1124516
54238,699581
54239,676622
54240,671104
54241,1240397
54242,850203
54243,825315
54244,1924333
54245,1515509
54246,763118
54247,1506967
54248,751935
54249,518956
54250,1544380
54251,1459638
54252,770183
54253,1000984
54254,260803
54255,1324603
54256,672589
54257,1274395
54258,2460320
54259,772437
54260,931750
54261,1066639
54262,618769
54263,4523433
54264,2147250
54265,1001850
54266,1161356
54267,929226
54268,1565038
54269,1245812
54270,1227454
54271,1628403
54272,847964
54273,4549534
54274,1005549
54275,733601
54276,958588
54277,666925
54278,1777130
54279,1611169
54280,584175
54281,694474
54282,689836
54283,990723
54284,3070184
54285,713220
54286,3223029
54287,620615
54288,1682477
54289,3040613
54290,1345927
54291,5391276
54292,1725644
54293,866772
54294,1528401
54295,712905
54296,1023384
54297,544664
54298,582947
54299,1210970
54300,734267
54301,625461
54302,588742
54303,5308204
54304,1480119
54305,933088
54306,886343
54307,1128365
54308,747446
54309,1384550
54310,2867239
54311,792070
54312,573104
54313,1159706
54314,1183175
54315,829302
54316,1467057
54317,4893806
54318,922346
54319,1527062
54320,639401
54321,936183
54322,1479770
54323,2160520
54324,900920
54325,788979
54326,2105026
54327,924440
54328,831858
54329,1018996
54330,864195
54331,3047744
54332,1259457
54333,808167
54334,707863
54335,594691
54336,655135
54337,997260
54338,637039
54339,404640
54340,602746
54341,674100
54342,2907906
54343,794576
54344,1320146
54345,1081135
54346,2009452
54347,1284777
54348,2985984
54349,848383
54350,835332
54351,753246
54352,645571
54353,1288478
54354,1102505
54355,846741
54356,595155
54357,2887968
54358,318298
54359,815330
54360,753147
54361,979782
54362,795902
54363,1328749
54364,1872807
54365,1496128
54366,605538
54367,1465946
54368,1058717
54369,1135520
54370,1182025
54371,529953
54372,1259059
54373,1085660
54374,432236
54375,1521617
54376,800153
54377,931914
54378,5338319
54379,744201
54380,1273553
54381,473624
54382,766972
54383,681114
54384,542805
54385,790754
54386,1150574
54387,1235707
54388,750369
54389,700133
54390,665704
54391,1488650
54392,1333812
54393,666623
54394,1174946
54395,958258
54396,586037
54397,1257090
54398,1003342
54399,722234
54400,936512
54401,1389887
54402,715981
54403,2100210
54404,1175696
54405,401650
54406,700798
54407,1390511
54408,980273
54409,1078158
54410,843427
54411,1167629
54412,676127
54413,2458571
54414,1060094
54415,2058888
54416,1152065
54417,1018642
54418,725053
54419,1497534
54420,903011
54421,1272097
54422,560076
54423,10010439
54424,807729
54425,6014517
54426,631412
54427,1165230
54428,1666591
54429,1507597
54430,673955
54431,967607
54432,1356449
54433,655761
54434,1416589
54435,1024676
54436,1522397
54437,652545
54438,5083942
54439,670844
54440,605772
54441,777504
54442,1444077
54443,368158
54444,1003913
54445,1180209
54446,1220326
54447,625090
54448,1096497
54449,1077729
54450,483582
54451,773358
54452,1401886
54453,657760
54454,916417
54455,1486885
54456,1553253
54457,1371930
54458,1952768
54459,977918
54460,782579
54461,1003188
54462,1934190
54463,1302818
54464,1444337
54465,1657456
54466,902989
54467,1869755
54468,411259
54469,1333704
54470,1078607
54471,774954
54472,1319150
54473,866859
54474,1660297
54475,994142
54476,1319913
54477,1420414
54478,707282
54479,1112334
54480,3118116
54481,699417
54482,1687325
54483,1495386
54484,1394331
54485,1135586
54486,901699
54487,1172993
54488,1361970
54489,880573
54490,2134139
54491,920063
54492,1268716
54493,1989199
54494,1385758
54495,1535889
54496,687269
54497,1015363
54498,2106510
54499,2158984
54500,917657
54501,870766
54502,1214252
54503,994236
54504,1407520
54505,1381276
54506,6275509
54507,3059407
54508,1508411
54509,933717
54510,1467057
54511,1529920
54512,671676
54513,1852987
54514,1176988
54515,1616716
54516,873134
54517,897794
54518,1090183
54519,2968110
54520,824899
54521,861973
54522,1056564
54523,782983
54524,558075
54525,488415
54526,675446
54527,1502629
54528,606700
54529,743300
54530,1630536
54531,1909468
54532,1916953
54533,849717
54534,1413589
54535,1462847
54536,7085046
54537,1224505
54538,1652988
54539,303209
54540,1980470
54541,839398
54542,594045
54543,490695
54544,269162
54545,1356633
54546,2970758
54547,680498
54548,1166292
54549,1419140
54550,1365701
54551,3058036
54552,773728
54553,1938083
54554,555030
54555,598274
54556,1523972
54557,674658
54558,1451573
54559,1968805
54560,1098470
54561,807995
54562,2872441
54563,2026166
54564,336272
54565,950710
54566,919375
54567,1972714
54568,2817521
54569,593198
54570,2028463
54571,619661
54572,1066266
54573,1874582
54574,1412044
54575,930506
54576,6885857
54577,2440580
54578,1053829
54579,1422178
54580,982885
54581,1016512
54582,1298866
54583,1189902
54584,1100676
54585,1657111
54586,1103076
54587,400957
54588,1548838
54589,778257
54590,5726726
54591,969214
54592,1692348
54593,2234494
54594,1678589
54595,2435015
54596,1419027
54597,1424141
54598,926985
54599,1402067
54600,1812410
54601,916079
54602,1897922
54603,1179932
54604,2072985
54605,1235850
54606,841175
54607,493632
54608,10799093
54609,579952
54610,965079
54611,1446598
54612,710128
54613,2409402
54614,13393668
54615,1599245
54616,1136571
54617,664409
54618,663100
54619,1172763
54620,757771
54621,651351
54622,706240
54623,785650
54624,2720879
54625,1506226
54626,3927821
54627,1512760
54628,719774
54629,2493749
54630,642407
54631,645443
54632,515684
54633,1303762
54634,874505
54635,2182504
54636,786432
54637,992340
54638,4172206
54639,1282312
54640,868507
54641,1164787
54642,597538
54643,1026565
54644,732969
54645,772312
54646,1144261
54647,699308
54648,5018271
54649,1195979
54650,1443770
54651,1581517
54652,758987
54653,830990
54654,1205291
54655,1845195
54656,1377325
54657,669160
54658,735039
54659,7537845
54660,379879
54661,2406958
54662,975063
54663,1452118
54664,1493307
54665,666845
54666,775297
54667,1187053
54668,1425948
54669,603125
54670,669929
54671,1125632
54672,1340206
54673,751062
54674,2172929
54675,2161593
54676,641779
54677,1046126
54678,1822305
54679,987211
54680,650883
54681,777044
54682,722058
54683,598619
54684,1205880
54685,325474
54686,1880344
54687,1042688
54688,1118543
54689,735737
54690,1337470
54691,577637
54692,1601599
54693,3153170
54694,882616
54695,417912
54696,616365
54697,796802
54698,1684956
54699,654262
54700,755984
54701,375493
54702,1396474
54703,1586836
54704,8178936
54705,1058552
54706,749167
54707,1239941
54708,698401
54709,1123230
54710,3844216
54711,805238
54712,967015
54713,764441
54714,487912
54715,930848
54716,686872
54717,624585
54718,621888
54719,537455
54720,712632
54721,785343
54722,1056915
54723,1548522
54724,1204510
54725,753207
54726,590937
54727,1356786
54728,2160325
54729,760301
54730,908184
54731,3913683
54732,938471
54733,998744
54734,1563433
54735,739633
54736,2101980
54737,838203
54738,1292519
54739,2540087
54740,703241
54741,802411
54742,1591524
54743,610873
54744,1265804
54745,3010877
54746,3073631
54747,813202
54748,1469393
54749,752459
54750,1093767
54751,1076391
54752,781734
54753,613606
54754,756676
54755,599642
54756,1550271
54757,1457927
54758,909387
54759,2018151
54760,756579
54761,1898830
54762,2150550
54763,1285073
54764,600318
54765,774991
54766,1676403
54767,1442868
54768,305562
54769,675019
54770,582017
54771,540688
54772,1132162
54773,961306
54774,567346
54775,697368
54776,1144718
54777,1682481
54778,1501324
54779,1205670
54780,1872801
54781,967157
54782,522402
54783,689280
54784,644437
54785,580226
54786,658496
54787,1890132
54788,1764965
54789,1135315
54790,2595811
54791,5303699
54792,978223
54793,2552071
54794,3018518
54795,453142
54796,867584
54797,1561458
54798,1212854
54799,780770
54800,1475815
54801,3631643
54802,1250647
54803,1121124
54804,820631
54805,1106321
54806,694833
54807,1052947
54808,1515437
54809,920434
54810,712872
54811,1166610
54812,810480
54813,1285246
54814,951295
54815,1903889
54816,1016789
54817,1433255
54818,639117
54819,2963412
54820,2285408
54821,706440
54822,2584088
54823,1535546
54824,685707
54825,1366166
54826,682278
54827,770088
54828,1012965
54829,529312
54830,5867213
54831,662505
54832,1197579
54833,1081497
54834,926943
54835,1418024
54836,787470
54837,809493
54838,1143310
54839,5511675
54840,1004398
54841,813452
54842,1431327
54843,2091225
54844,1476718
54845,704673
54846,709662
54847,1282189
54848,938192
54849,722185
54850,2155362
54851,762451
54852,1199339
54853,1521753
54854,916047
54855,958606
54856,820803
54857,1914675
54858,838485
54859,1310172
54860,2062348
54861,754090
54862,2299705
54863,2569729
54864,2157185
54865,1713374
54866,792615
54867,640920
54868,1236926
54869,1247226
54870,728889
54871,1850736
54872,1470532
54873,907605
54874,1315971
54875,1236734
54876,692649
54877,2947911
54878,689878
54879,1020009
54880,1574352
54881,1126423
54882,1321625
54883,943032
54884,920627
54885,1207039
54886,433881
54887,757049
54888,1381128
54889,720235
54890,2325412
54891,1574634
54892,1465834
54893,1525255
54894,350490
54895,709610
54896,1202076
54897,804834
54898,892291
54899,721244
54900,1262008
54901,2155333
54902,1046614
54903,926326
54904,978560
54905,3036582
54906,490952
54907,1082054
54908,10900289
54909,1018354
54910,856808
54911,697237
54912,1174228
54913,1016091
54914,1222574
54915,1364761
54916,1755325
54917,950419
54918,755973
54919,826178
54920,1039841
54921,571753
54922,350747
54923,551913
54924,572818
54925,633545
54926,990031
54927,1660466
54928,1203463
54929,2103820
54930,1706656
54931,540853
54932,2518666
54933,914922
54934,831314
54935,724903
54936,950127
54937,1105662
54938,599644
54939,1448529
54940,668741
54941,812490
54942,673692
54943,822801
54944,1253460
54945,1360435
54946,1207331
54947,1312249
54948,1137801
54949,1034405
54950,808773
54951,3111189
54952,1742744
54953,1679144
54954,1474586
54955,646830
54956,1420578
54957,2327513
54958,1719580
54959,985829
54960,1805622
54961,2081235
54962,520848
54963,1104397
54964,1152270
54965,1802160
54966,839192
54967,524197
54968,505372
54969,887799
54970,1464394
54971,2383597
54972,706315
54973,536064
54974,1397888
54975,2570510
54976,716258
54977,296547
54978,1507822
54979,847714
54980,1256531
54981,704646
54982,1740826
54983,608770
54984,611194
54985,673221
54986,2262584
54987,821696
54988,669906
54989,907298
54990,1084379
54991,903371
54992,920522
54993,682905
54994,648698
54995,3710413
54996,1095234
54997,1580168
54998,1995318
54999,1169415
55000,908775
55001,2379428
55002,2323552
55003,4015390
55004,698753
55005,1533189
55006,627178
55007,1609522
55008,843579
55009,2137513
55010,491728
55011,1576309
55012,11337455
55013,792392
55014,1132377
55015,700008
55016,2225327
55017,3319980
55018,943802
55019,1555698
55020,553207
55021,2376361
55022,958319
55023,790235
55024,2010200
55025,1640843
55026,1303702
55027,929538
55028,1159487
55029,8993082
55030,829002
55031,924222
55032,782068
55033,1378991
55034,2397356
55035,3235850
55036,1186769
55037,608085
55038,1602085
55039,734998
55040,1777698
55041,2192901
55042,1402486
55043,634733
55044,1711105
55045,1276034
55046,1046109
55047,681096
55048,1661401
55049,444097
55050,1286776
55051,4124462
55052,2032595
55053,1497254
55054,1698059
55055,855215
55056,1338811
55057,851286
55058,866476
55059,672519
55060,423668
55061,550446
55062,1949982
55063,727722
55064,1747061
55065,2380076
55066,977161
55067,889442
55068,1404661
55069,1136130
55070,1232698
55071,970848
55072,623490
55073,1153640
55074,951452
55075,946578
55076,1536948
55077,923196
55078,1169585
55079,1308969
55080,725692
55081,672480
55082,988413
55083,1819956
55084,680700
55085,3542233
55086,1926531
55087,916256
55088,1669455
55089,565511
55090,840140
55091,2834544
55092,1606666
55093,865897
55094,1341230
55095,3930956
55096,678537
55097,1475609
55098,1786474
55099,2172498
55100,729852
55101,868828
55102,555489
55103,2071979
55104,711225
55105,1538748
55106,1127593
55107,1069261
55108,1520591
55109,1757985
55110,776203
55111,730518
55112,1555095
55113,1693323
55114,736426
55115,1715223
55116,1157250
55117,3243239
55118,1254766
55119,1136369
55120,681843
55121,1855991
55122,802716
55123,1135884
55124,3001045
55125,1371728
55126,345882
55127,1419071
55128,1706413
55129,2060376
55130,1944722
55131,1329305
55132,1063696
55133,943578
55134,1000444
55135,631188
55136,469427
55137,578720
55138,1816448
55139,1470805
55140,568381
55141,4074706
55142,1918061
55143,367397
55144,2160937
55145,415884
55146,1124740
55147,1443131
55148,2464565
55149,10304482
55150,2618073
55151,1220775
55152,1817704
55153,666128
55154,1456593
55155,2531617
55156,666371
55157,1841389
55158,610932
55159,1990489
55160,1134921
55161,2950336
55162,1319444
55163,696513
55164,393099
55165,1034751
55166,836156
55167,1263991
55168,817161
55169,1203962
55170,642489
55171,1161345
55172,1015126
55173,699711
55174,748620
55175,1120127
55176,1174600
55177,3417793
55178,1911065
55179,1631948
55180,815054
55181,1477876
55182,1301401
55183,2079265
55184,856080
55185,2009312
55186,765536
55187,1507971
55188,706951
55189,880722
55190,1315979
55191,2019039
55192,1505038
55193,639894
55194,1117513
55195,600611
55196,1886155
55197,640695
55198,1171562
55199,1979682
55200,676619
55201,788254
55202,2737063
55203,902595
55204,1197040
55205,770950
55206,780034
55207,3062663
55208,1015901
55209,791962
55210,1245012
55211,806136
55212,3300905
55213,1167742
55214,916290
55215,4473843
55216,2844709
55217,1702072
55218,401848
55219,1434199
55220,653079
55221,929603
55222,1310691
55223,727904
55224,1306225
55225,519402
55226,992718
55227,1565296
55228,4768555
55229,1266374
55230,1044969
55231,2118923
55232,981494
55233,1642953
55234,1478038
55235,571449
55236,1154352
55237,2080275
55238,727199
55239,617581
55240,1215680
55241,618849
55242,946081
55243,771320
55244,1791330
55245,1006638
55246,1056259
55247,1843940
55248,2159727
55249,3071761
55250,1222808
55251,2674552
55252,1005232
55253,869968
55254,804526
55255,1496271
55256,591112
55257,1140638
55258,11848487
55259,599935
55260,3037712
55261,668293
55262,826373
55263,1967710
55264,811581
55265,1342623
55266,875624
55267,2192369
55268,940542
55269,434650
55270,1241643
55271,1666456
55272,2196494
55273,4193480
55274,2020783
55275,418255
55276,2329159
55277,1845559
55278,544332
55279,1136629
55280,721460
55281,2145142
55282,1755620
55283,847392
55284,2381668
55285,1296835
55286,1008788
55287,1285112
55288,1225751
55289,866564
55290,812936
55291,1104214
55292,2053116
55293,1177722
55294,1578943
55295,2554874
55296,750559
55297,2272065
55298,2041830
55299,1236252
55300,374198
55301,584414
55302,602469
55303,2057519
55304,769941
55305,1121373
55306,1029826
55307,1183791
55308,726536
55309,467052
55310,1111031
55311,864512
55312,576174
55313,687030
55314,966009
55315,1813368
55316,788378
55317,1580606
55318,578547
55319,2501300
55320,2374942
55321,898592
55322,2114647
55323,3938093
55324,688163
55325,946489
55326,1601585
55327,958069
55328,1013993
55329,1239098
55330,626521
55331,1602051
55332,3202112
55333,967084
55334,704623
55335,2600335
55336,672169
55337,1508275
55338,728333
55339,591535
55340,958513
55341,3562249
55342,1578216
55343,1283465
55344,1453267
55345,630212
55346,888423
55347,1368272
55348,1656444
55349,3032647
55350,1073264
55351,1696296
55352,809457
55353,823496
55354,1001550
55355,773709
55356,605818
55357,2085026
55358,1029117
55359,1477778
55360,1476739
55361,1003495
55362,966697
55363,1856905
55364,1521054
55365,275770
55366,1308406
55367,2710184
55368,905130
55369,794033
55370,454395
55371,1058036
55372,493479
55373,1634793
55374,1863975
55375,1706579
55376,1132478
55377,1213979
55378,708357
55379,1684004
55380,819535
55381,3615211
55382,1276245
55383,1744381
55384,1049934
55385,970212
55386,3113988
55387,704582
55388,811391
55389,1543399
55390,747085
55391,670231
55392,5570259
55393,1042774
55394,336872
55395,477078
55396,532173
55397,1186035
55398,716343
55399,1091075
55400,741085
55401,612937
55402,3610485
55403,906904
55404,4582229
55405,427737
55406,962220
55407,1255133
55408,461339
55409,716600
55410,4407489
55411,1598373
55412,534739
55413,1455692
55414,715973
55415,1007557
55416,3032905
55417,629378
55418,883921
55419,627774
55420,281217
55421,851774
55422,566478
55423,456986
55424,1141827
55425,1328058
55426,1465084
55427,601772
55428,1103678
55429,757388
55430,860107
55431,1031060
55432,1396019
55433,1683423
55434,1207525
55435,860569
55436,1799649
55437,1035251
55438,319083
55439,3182750
55440,555826
55441,632286
55442,3649090
55443,727887
55444,1418832
55445,992289
55446,2126111
55447,405231
55448,2066150
55449,1132478
55450,1137777
55451,1770915
55452,686915
55453,2096136
55454,857010
55455,863456
55456,1165434
55457,1107500
55458,718946
55459,1735943
55460,1071373
55461,601163
55462,1297363
55463,991399
55464,581697
55465,777442
55466,1233152
55467,634049
55468,2883403
55469,663889
55470,1224032
55471,913973
55472,978818
55473,318035
55474,922397
55475,1315639
55476,447371
55477,707109
55478,1765579
55479,1238636
55480,1361116
55481,1350858
55482,876631
55483,747179
55484,842711
55485,724351
55486,1905742
55487,1175412
55488,1112461
55489,883713
55490,3853527
55491,1663968
55492,680802
55493,792575
55494,934277
55495,1737218
55496,1039481
55497,1078965
55498,1161300
55499,1973126
55500,1570019
55501,1502188
55502,1388282
55503,969396
55504,1235743
55505,727375
55506,582571
55507,1851657
55508,1858147
55509,1928151
55510,1277843
55511,6092684
55512,1111409
55513,1841699
55514,1870007
55515,629482
55516,1087333
55517,975177
55518,2181410
55519,602332
55520,1172146
55521,2222831
55522,1020043
55523,1188250
55524,283310
55525,1340978
55526,936849
55527,1100431
55528,1447191
55529,1322672
55530,563271
55531,945811
55532,544073
55533,1151309
55534,705529
55535,3852979
55536,1037941
55537,7345658
55538,639982
55539,1292002
55540,1048031
